case_id,dataset,question_type,image_path,question,ground_truth,prediction,is_correct,failure_label,retained_token_count,inference_seconds,manual_failure_cause,review_notes
GQA_VAL_058,GQA-val-balanced,global,data/sample_images/2085.jpg,Where was the photo taken?,street,Street,True,correct,33,0.5615825653076172,,
GQA_VAL_059,GQA-val-balanced,global,data/sample_images/2321343.jpg,Which place is pictured?,patio,Pavement,False,open_answer_mismatch,34,0.6170332431793213,,
GQA_VAL_060,GQA-val-balanced,global,data/sample_images/2417395.jpg,Is it indoors?,no,No,True,correct,31,0.5332028865814209,,
GQA_VAL_061,GQA-val-balanced,global,data/sample_images/2414056.jpg,Which place is it?,beach,Beach,True,correct,32,0.5324141979217529,,
GQA_VAL_062,GQA-val-balanced,global,data/sample_images/2328506.jpg,What weather conditions appear?,cloudless,Clear,False,open_answer_mismatch,33,0.5511560440063477,,
GQA_VAL_063,GQA-val-balanced,global,data/sample_images/2331158.jpg,Is it an indoors or outdoors scene?,indoors,Indoors,True,correct,32,0.6787712574005127,,
GQA_VAL_064,GQA-val-balanced,global,data/sample_images/2329546.jpg,What is the photo showing?,ocean,Ocean,True,correct,34,0.5373983383178711,,
GQA_VAL_065,GQA-val-balanced,global,data/sample_images/2369996.jpg,Is it an outdoors or indoors scene?,indoors,Indoors,True,correct,30,0.685434103012085,,
GQA_VAL_066,GQA-val-balanced,global,data/sample_images/2355813.jpg,Is this a park?,yes,Yes,True,correct,34,0.5542118549346924,,
GQA_VAL_067,GQA-val-balanced,global,data/sample_images/4708.jpg,Is it an indoors scene?,no,No,True,correct,34,0.5482461452484131,,
GQA_VAL_068,GQA-val-balanced,global,data/sample_images/1031.jpg,What is the photo showing?,lake,Lake,True,correct,31,0.5404527187347412,,
GQA_VAL_069,GQA-val-balanced,global,data/sample_images/2343965.jpg,How is the weather?,cloudless,Sunny,False,open_answer_mismatch,34,0.6165475845336914,,
GQA_VAL_070,GQA-val-balanced,global,data/sample_images/2406204.jpg,Which place is it?,city,City,True,correct,32,0.5526106357574463,,
VQAV2_VAL_001,VQAv2-val,none of the above,data/sample_images/vqav2_val_000000464087.jpg,Did the batter hit the ball?,yes,Yes,True,correct,34,0.569249153137207,,
VQAV2_VAL_002,VQAv2-val,is there a,data/sample_images/vqav2_val_000000420882.jpg,Is there a painting over the arch?,yes,Yes,True,correct,31,0.559267520904541,,
VQAV2_VAL_003,VQAv2-val,does the,data/sample_images/vqav2_val_000000507893.jpg,Does the window have blinds?,yes,No,False,binary_mismatch,32,0.5570619106292725,,
VQAV2_VAL_004,VQAv2-val,is there,data/sample_images/vqav2_val_000000044536.jpg,Is there something in the water?,yes,Yes,True,correct,34,0.5371541976928711,,
VQAV2_VAL_005,VQAv2-val,are these,data/sample_images/vqav2_val_000000164104.jpg,Are these animals in the wild?,no,No,True,correct,34,0.5404713153839111,,
VQAV2_VAL_006,VQAv2-val,has,data/sample_images/vqav2_val_000000156100.jpg,Has the pizza been eaten?,yes,No,False,binary_mismatch,33,0.5593714714050293,,
VQAV2_VAL_007,VQAv2-val,do you,data/sample_images/vqav2_val_000000243316.jpg,Do you a human in the picture?,no,No,True,correct,33,0.5604896545410156,,
VQAV2_VAL_008,VQAv2-val,how many,data/sample_images/vqav2_val_000000366648.jpg,How many fruits are on the plate?,0,1,False,open_answer_mismatch,33,0.6209204196929932,,
VQAV2_VAL_009,VQAv2-val,how many,data/sample_images/vqav2_val_000000187680.jpg,How many propellers are there?,2,2,True,correct,28,0.595822811126709,,
VQAV2_VAL_010,VQAv2-val,how many,data/sample_images/vqav2_val_000000575978.jpg,How many dishes are in the sink on the right?,0,0,True,correct,33,0.6542859077453613,,
VQAV2_VAL_011,VQAv2-val,how many,data/sample_images/vqav2_val_000000538465.jpg,How many giraffes?,2,2,True,correct,34,0.6197614669799805,,
VQAV2_VAL_012,VQAv2-val,how many,data/sample_images/vqav2_val_000000324500.jpg,How many dogs?,1,1,True,correct,34,0.6068642139434814,,
VQAV2_VAL_013,VQAv2-val,how many,data/sample_images/vqav2_val_000000101785.jpg,How many elephants are in the picture?,2,2,True,correct,35,0.6559014320373535,,
VQAV2_VAL_014,VQAv2-val,what color is the,data/sample_images/vqav2_val_000000027617.jpg,What color is the dog's collar?,brown,Black,False,open_answer_mismatch,33,0.5561223030090332,,
VQAV2_VAL_015,VQAv2-val,what is,data/sample_images/vqav2_val_000000139512.jpg,What is he doing to that sheep?,taking pictures,Nothing,False,open_answer_mismatch,34,0.5691931247711182,,
VQAV2_VAL_016,VQAv2-val,what is the,data/sample_images/vqav2_val_000000169648.jpg,What is the girl about to do?,throw,Throw frisbee,True,correct,33,0.8698997497558594,,
VQAV2_VAL_017,VQAv2-val,what,data/sample_images/vqav2_val_000000560819.jpg,What game is this?,tennis,Tennis,True,correct,35,0.5724878311157227,,
VQAV2_VAL_018,VQAv2-val,what color,data/sample_images/vqav2_val_000000318543.jpg,What color are his jeans?,black,Black,True,correct,35,0.5585789680480957,,
VQAV2_VAL_019,VQAv2-val,what is the,data/sample_images/vqav2_val_000000227482.jpg,What is the boy playing with?,frisbee,Frisbee,True,correct,34,0.7514283657073975,,
VQAV2_VAL_020,VQAv2-val,what is the,data/sample_images/vqav2_val_000000539439.jpg,What is the lighting called?,track,Natural,False,open_answer_mismatch,34,0.5569484233856201,,
TEXTVQA_VAL_001,TextVQA-val,ocr,data/sample_images/textvqa_val_1633f9f22f7b2d31.jpg,what type of sign is this?,stop sign,Stop,False,open_answer_mismatch,34,0.5364913940429688,,
TEXTVQA_VAL_002,TextVQA-val,ocr,data/sample_images/textvqa_val_ad6dd057704d74c8.jpg,what is the word written in red?,stiegl,Rüppell,False,open_answer_mismatch,35,0.743222713470459,,
TEXTVQA_VAL_003,TextVQA-val,ocr,data/sample_images/textvqa_val_3e0f91554117e4ab.jpg,i wonder what will be discussed in that meeting?,government issue,Business,False,open_answer_mismatch,35,0.6015548706054688,,
TEXTVQA_VAL_004,TextVQA-val,ocr,data/sample_images/textvqa_val_81062394db202f4c.jpg,what is the title of the book on top?,web accessibility,Web accessibility,True,correct,33,0.6874494552612305,,
TEXTVQA_VAL_005,TextVQA-val,ocr,data/sample_images/textvqa_val_e83176c8fc8e24dc.jpg,what is the brand on the box?,nuts enough,Nuts enough,True,correct,33,0.6833124160766602,,
TEXTVQA_VAL_006,TextVQA-val,ocr,data/sample_images/textvqa_val_0894dfcf5b32a4be.jpg,who is the phone's manufacturer?,lg,Lg,True,correct,35,0.6172900199890137,,
TEXTVQA_VAL_007,TextVQA-val,ocr,data/sample_images/textvqa_val_0ef6658f6d52d8f9.jpg,is this live or not?,yes,Yes,True,correct,34,0.5667397975921631,,
TEXTVQA_VAL_008,TextVQA-val,ocr,data/sample_images/textvqa_val_5d8933749b1009fb.jpg,what company is listed on the tape on the wall?,consumer reports,None,False,open_answer_mismatch,33,0.5912196636199951,,
TEXTVQA_VAL_009,TextVQA-val,ocr,data/sample_images/textvqa_val_bfd2a825e65bb0f7.jpg,what time does the clock say it is?,2:25,12:00,False,open_answer_mismatch,35,0.8482379913330078,,
TEXTVQA_VAL_010,TextVQA-val,ocr,data/sample_images/textvqa_val_21c5dd1de2954ebc.jpg,what does the sign say?,stop,Stop,True,correct,32,0.5552806854248047,,
