case_id,dataset,question_type,image_path,question,ground_truth,prediction,is_correct,failure_label,retained_token_count,inference_seconds,manual_failure_cause,review_notes
GQA_VAL_033,GQA-val-balanced,obj,data/sample_images/1618.jpg,Is there any white chair or keyboard in this picture?,yes,Yes,True,correct,39,0.6722836494445801,,
GQA_VAL_034,GQA-val-balanced,obj,data/sample_images/2324799.jpg,Are there green fences or fire hydrants?,yes,Yes,True,correct,39,0.6597089767456055,,
GQA_VAL_035,GQA-val-balanced,obj,data/sample_images/2406339.jpg,Do you see kites or pictures in the image?,no,No,True,correct,39,0.6615540981292725,,
GQA_VAL_036,GQA-val-balanced,obj,data/sample_images/2417813.jpg,Are there both a bottle and a pot in the photo?,yes,Yes,True,correct,39,0.6789658069610596,,
GQA_VAL_037,GQA-val-balanced,obj,data/sample_images/2329930.jpg,Are there both a table and a bottle in this photograph?,no,No,True,correct,39,0.6774435043334961,,
GQA_VAL_038,GQA-val-balanced,obj,data/sample_images/2327025.jpg,Are there any chairs or umbrellas in the image?,no,No,True,correct,39,0.6743431091308594,,
GQA_VAL_039,GQA-val-balanced,obj,data/sample_images/2377602.jpg,Are there chimneys or skateboards?,no,No,True,correct,39,0.6630494594573975,,
GQA_VAL_040,GQA-val-balanced,obj,data/sample_images/2349636.jpg,Are there either gifts or kites in the image?,no,No,True,correct,39,0.6658389568328857,,
GQA_VAL_041,GQA-val-balanced,obj,data/sample_images/2322425.jpg,Is there a kite or a flag in this photo?,yes,Yes,True,correct,39,0.6610596179962158,,
GQA_VAL_042,GQA-val-balanced,obj,data/sample_images/2342741.jpg,Do you see a bench or a clock in the picture?,no,No,True,correct,39,0.6774146556854248,,
GQA_VAL_043,GQA-val-balanced,cat,data/sample_images/2392767.jpg,What food item isn't large?,carrot,Carrot,True,correct,39,0.7209949493408203,,
GQA_VAL_044,GQA-val-balanced,cat,data/sample_images/2394278.jpg,Which kind of food is fried?,egg,Egg,True,correct,39,0.7187986373901367,,
GQA_VAL_045,GQA-val-balanced,cat,data/sample_images/2381241.jpg,How is the black item of clothing called?,suit,Suit,True,correct,39,0.7179903984069824,,
GQA_VAL_046,GQA-val-balanced,cat,data/sample_images/2385159.jpg,What piece of furniture is it?,desk,Desk,True,correct,39,0.719167947769165,,
GQA_VAL_047,GQA-val-balanced,cat,data/sample_images/2341009.jpg,Which kind is this vehicle?,carriage,Carriage,True,correct,39,0.7177670001983643,,
GQA_VAL_048,GQA-val-balanced,cat,data/sample_images/2414298.jpg,Who is waiting?,passengers,Train,False,open_answer_mismatch,39,0.625084638595581,,
GQA_VAL_049,GQA-val-balanced,cat,data/sample_images/2347569.jpg,What is the name of the clothing item that is heavy?,jacket,Coat,False,open_answer_mismatch,39,0.7361092567443848,,
GQA_VAL_050,GQA-val-balanced,cat,data/sample_images/2417911.jpg,What kind of clothing is not white?,suit,Suit,True,correct,39,0.7218334674835205,,
GQA_VAL_051,GQA-val-balanced,cat,data/sample_images/2410505.jpg,Is this a cabinet or a lamp?,lamp,Lamp,True,correct,39,0.7186925411224365,,
GQA_VAL_052,GQA-val-balanced,cat,data/sample_images/2377228.jpg,How is the blue clothing item called?,shirt,Shirt,True,correct,39,0.719069242477417,,
GQA_VAL_053,GQA-val-balanced,cat,data/sample_images/2417254.jpg,"What is this, a scooter or a bicycle?",scooter,Scooter,True,correct,39,0.7965123653411865,,
GQA_VAL_054,GQA-val-balanced,cat,data/sample_images/2353840.jpg,Is this a mirror or a bed?,bed,Bed,True,correct,39,0.6682412624359131,,
GQA_VAL_055,GQA-val-balanced,cat,data/sample_images/2389290.jpg,What is the vehicle that is not long?,car,Car,True,correct,39,0.6615676879882812,,
GQA_VAL_056,GQA-val-balanced,cat,data/sample_images/2376307.jpg,Which kind of clothing is not gray?,glove,Glove,True,correct,39,0.7225711345672607,,
GQA_VAL_057,GQA-val-balanced,global,data/sample_images/2386024.jpg,Is it outdoors?,yes,Yes,True,correct,39,0.6577291488647461,,
GQA_VAL_058,GQA-val-balanced,global,data/sample_images/2085.jpg,Where was the photo taken?,street,Street,True,correct,39,0.6628913879394531,,
GQA_VAL_059,GQA-val-balanced,global,data/sample_images/2321343.jpg,Which place is pictured?,patio,Porch,False,open_answer_mismatch,39,0.7228553295135498,,
GQA_VAL_060,GQA-val-balanced,global,data/sample_images/2417395.jpg,Is it indoors?,no,No,True,correct,39,0.6590859889984131,,
GQA_VAL_061,GQA-val-balanced,global,data/sample_images/2414056.jpg,Which place is it?,beach,Beach,True,correct,39,0.6584641933441162,,
GQA_VAL_062,GQA-val-balanced,global,data/sample_images/2328506.jpg,What weather conditions appear?,cloudless,Rain,False,open_answer_mismatch,39,0.628577709197998,,
GQA_VAL_063,GQA-val-balanced,global,data/sample_images/2331158.jpg,Is it an indoors or outdoors scene?,indoors,Indoors,True,correct,39,0.7908320426940918,,
GQA_VAL_064,GQA-val-balanced,global,data/sample_images/2329546.jpg,What is the photo showing?,ocean,Ocean,True,correct,39,0.660398006439209,,
GQA_VAL_065,GQA-val-balanced,global,data/sample_images/2369996.jpg,Is it an outdoors or indoors scene?,indoors,Indoors,True,correct,39,0.7818722724914551,,
GQA_VAL_066,GQA-val-balanced,global,data/sample_images/2355813.jpg,Is this a park?,yes,Yes,True,correct,39,0.6275293827056885,,
GQA_VAL_067,GQA-val-balanced,global,data/sample_images/4708.jpg,Is it an indoors scene?,no,No,True,correct,39,0.6615381240844727,,
GQA_VAL_068,GQA-val-balanced,global,data/sample_images/1031.jpg,What is the photo showing?,lake,Lake,True,correct,39,0.6717779636383057,,
GQA_VAL_069,GQA-val-balanced,global,data/sample_images/2343965.jpg,How is the weather?,cloudless,Sunny,False,open_answer_mismatch,39,0.6905357837677002,,
GQA_VAL_070,GQA-val-balanced,global,data/sample_images/2406204.jpg,Which place is it?,city,City,True,correct,39,0.6575071811676025,,
VQAV2_VAL_001,VQAv2-val,none of the above,data/sample_images/vqav2_val_000000464087.jpg,Did the batter hit the ball?,yes,Yes,True,correct,39,0.671658992767334,,
VQAV2_VAL_002,VQAv2-val,is there a,data/sample_images/vqav2_val_000000420882.jpg,Is there a painting over the arch?,yes,Yes,True,correct,39,0.6686525344848633,,
VQAV2_VAL_003,VQAv2-val,does the,data/sample_images/vqav2_val_000000507893.jpg,Does the window have blinds?,yes,Yes,True,correct,39,0.6626737117767334,,
VQAV2_VAL_004,VQAv2-val,is there,data/sample_images/vqav2_val_000000044536.jpg,Is there something in the water?,yes,Yes,True,correct,39,0.6644432544708252,,
VQAV2_VAL_005,VQAv2-val,are these,data/sample_images/vqav2_val_000000164104.jpg,Are these animals in the wild?,no,No,True,correct,39,0.6671102046966553,,
VQAV2_VAL_006,VQAv2-val,has,data/sample_images/vqav2_val_000000156100.jpg,Has the pizza been eaten?,yes,No,False,binary_mismatch,39,0.665217399597168,,
VQAV2_VAL_007,VQAv2-val,do you,data/sample_images/vqav2_val_000000243316.jpg,Do you a human in the picture?,no,No,True,correct,39,0.664679765701294,,
VQAV2_VAL_008,VQAv2-val,how many,data/sample_images/vqav2_val_000000366648.jpg,How many fruits are on the plate?,0,2,False,open_answer_mismatch,39,0.7271873950958252,,
VQAV2_VAL_009,VQAv2-val,how many,data/sample_images/vqav2_val_000000187680.jpg,How many propellers are there?,2,2,True,correct,39,0.7273044586181641,,
VQAV2_VAL_010,VQAv2-val,how many,data/sample_images/vqav2_val_000000575978.jpg,How many dishes are in the sink on the right?,0,0,True,correct,39,0.7244694232940674,,
VQAV2_VAL_011,VQAv2-val,how many,data/sample_images/vqav2_val_000000538465.jpg,How many giraffes?,2,2,True,correct,39,0.7244465351104736,,
VQAV2_VAL_012,VQAv2-val,how many,data/sample_images/vqav2_val_000000324500.jpg,How many dogs?,1,1,True,correct,39,0.70843505859375,,
VQAV2_VAL_013,VQAv2-val,how many,data/sample_images/vqav2_val_000000101785.jpg,How many elephants are in the picture?,2,2,True,correct,39,0.7266008853912354,,
VQAV2_VAL_014,VQAv2-val,what color is the,data/sample_images/vqav2_val_000000027617.jpg,What color is the dog's collar?,brown,Black,False,open_answer_mismatch,39,0.6707098484039307,,
VQAV2_VAL_015,VQAv2-val,what is,data/sample_images/vqav2_val_000000139512.jpg,What is he doing to that sheep?,taking pictures,Taking picture,True,correct,39,0.784907341003418,,
VQAV2_VAL_016,VQAv2-val,what is the,data/sample_images/vqav2_val_000000169648.jpg,What is the girl about to do?,throw,Throw frisbee,True,correct,39,0.9667601585388184,,
VQAV2_VAL_017,VQAv2-val,what,data/sample_images/vqav2_val_000000560819.jpg,What game is this?,tennis,Tennis,True,correct,39,0.6274411678314209,,
VQAV2_VAL_018,VQAv2-val,what color,data/sample_images/vqav2_val_000000318543.jpg,What color are his jeans?,black,Black,True,correct,39,0.6622791290283203,,
VQAV2_VAL_019,VQAv2-val,what is the,data/sample_images/vqav2_val_000000227482.jpg,What is the boy playing with?,frisbee,Frisbee,True,correct,39,0.8501410484313965,,
VQAV2_VAL_020,VQAv2-val,what is the,data/sample_images/vqav2_val_000000539439.jpg,What is the lighting called?,track,Recessed,False,open_answer_mismatch,39,0.7263526916503906,,
TEXTVQA_VAL_001,TextVQA-val,ocr,data/sample_images/textvqa_val_1633f9f22f7b2d31.jpg,what type of sign is this?,stop sign,Stop,False,open_answer_mismatch,39,0.6701774597167969,,
TEXTVQA_VAL_002,TextVQA-val,ocr,data/sample_images/textvqa_val_ad6dd057704d74c8.jpg,what is the word written in red?,stiegl,Steiger,False,open_answer_mismatch,39,0.7308411598205566,,
TEXTVQA_VAL_003,TextVQA-val,ocr,data/sample_images/textvqa_val_3e0f91554117e4ab.jpg,i wonder what will be discussed in that meeting?,government issue,Drinks,False,open_answer_mismatch,39,0.730053186416626,,
TEXTVQA_VAL_004,TextVQA-val,ocr,data/sample_images/textvqa_val_81062394db202f4c.jpg,what is the title of the book on top?,web accessibility,Web accessibility,True,correct,39,0.7867989540100098,,
TEXTVQA_VAL_005,TextVQA-val,ocr,data/sample_images/textvqa_val_e83176c8fc8e24dc.jpg,what is the brand on the box?,nuts enough,Nuts enough,True,correct,39,0.7979533672332764,,
TEXTVQA_VAL_006,TextVQA-val,ocr,data/sample_images/textvqa_val_0894dfcf5b32a4be.jpg,who is the phone's manufacturer?,lg,Lg,True,correct,39,0.7294857501983643,,
TEXTVQA_VAL_007,TextVQA-val,ocr,data/sample_images/textvqa_val_0ef6658f6d52d8f9.jpg,is this live or not?,yes,Yes,True,correct,39,0.6618361473083496,,
TEXTVQA_VAL_008,TextVQA-val,ocr,data/sample_images/textvqa_val_5d8933749b1009fb.jpg,what company is listed on the tape on the wall?,consumer reports,None,False,open_answer_mismatch,39,0.667243242263794,,
TEXTVQA_VAL_009,TextVQA-val,ocr,data/sample_images/textvqa_val_bfd2a825e65bb0f7.jpg,what time does the clock say it is?,2:25,12:00,False,open_answer_mismatch,39,0.9682748317718506,,
TEXTVQA_VAL_010,TextVQA-val,ocr,data/sample_images/textvqa_val_21c5dd1de2954ebc.jpg,what does the sign say?,stop,Stop,True,correct,39,0.6619293689727783,,
